1.963870000000000005e+02	1.963824200434621616e+02	1.570165215354421898e-02
1.968918999999999926e+02	1.968872910268248404e+02	6.838530314263208121e-03
1.976889999999999930e+02	1.976843720479718911e+02	1.664900538901821214e-01
1.977165999999999997e+02	1.977120523910047609e+02	3.317405255307102880e-09
1.981621000000000095e+02	1.981575298269283110e+02	1.698514771738216314e-02
1.990253999999999905e+02	1.990207767939140808e+02	1.169055016430367994e-01
1.994300000000000068e+02	1.994258055156589933e+02	8.695764808298402093e-03
2.000497000000000014e+02	2.001098965143827684e+02	6.526245222794207525e-03
2.001829999999999927e+02	2.002436156362606141e+02	1.109119819446454346e-02
2.006992999999999938e+02	2.007595649305022789e+02	2.263922256480866563e-02
2.007684999999999889e+02	2.008288132242448967e+02	1.256237524875809287e-02
2.014241000000000099e+02	2.014844972384013317e+02	1.195027414494691520e-01
2.025389000000000124e+02	2.025994780067717329e+02	3.035137338178290831e-02
2.026588000000000136e+02	2.027193460124502451e+02	3.522837481827508638e-02
2.029269999999999925e+02	2.029874658183634608e+02	3.447250939120064493e-03
2.030186999999999955e+02	2.030793282957104111e+02	6.615105631140740684e-11
2.033546000000000049e+02	2.034152850969034034e+02	4.246481432118157963e-03
2.041143999999999892e+02	2.041752328153992835e+02	4.190209646468761630e-03
2.047342999999999904e+02	2.047951956721222757e+02	2.580643031455730554e-02
2.050831000000000017e+02	2.051440504807731031e+02	9.417308101282835520e-03
2.052074000000000069e+02	2.052683566366334276e+02	1.494870949638216380e-02
2.052434000000000083e+02	2.053044272402540003e+02	4.487900523968343935e-03
2.053909999999999911e+02	2.054519685581880424e+02	9.096712813249743009e-04
2.055489000000000033e+02	2.056099609315693328e+02	3.881575028077963868e-02
2.059901000000000124e+02	2.060511979612201117e+02	2.996618521287096673e-02
2.060194999999999936e+02	2.060806383539089950e+02	2.947363662789139610e-02
2.062347000000000037e+02	2.062958938968109237e+02	5.961507316295549218e-03
2.063394999999999868e+02	2.064007060556023987e+02	7.208342089277171121e-03
2.064372999999999934e+02	2.064985373227308116e+02	4.247050894859628195e-02
2.069505000000000052e+02	2.070117301114479176e+02	1.328206076901824670e-02
2.080619000000000085e+02	2.081233612545739504e+02	3.113483736322558647e-08
2.082845000000000084e+02	2.083459721875555886e+02	1.213976779998525782e-02
2.085352000000000032e+02	2.085967221229853124e+02	9.671691464642489036e-03
2.085554999999999950e+02	2.086170493065426399e+02	3.226711265076246948e-01
2.088960999999999899e+02	2.089576686840587172e+02	5.909874856783294342e-03
2.089070000000000107e+02	2.089685853341233326e+02	1.160268400064344563e-02
2.095123000000000104e+02	2.095740524714454125e+02	1.471331213110833695e-02
2.105834999999999866e+02	2.106453812330667574e+02	3.559893836496939162e-03
2.109773999999999887e+02	2.110393859019001468e+02	2.248442148873180078e-03
2.111715000000000089e+02	2.112334721727901581e+02	7.668036056237672107e-03
2.114410000000000025e+02	2.115030252573160112e+02	1.226151077212831765e-02
2.121390000000000100e+02	2.122011908457295419e+02	3.927203970668925737e-02
2.124806000000000097e+02	2.125428090969704442e+02	4.544742625569488104e-02
2.125626000000000033e+02	2.126248478221583582e+02	6.778541311920780778e-03
2.128410000000000082e+02	2.129033191462044385e+02	6.574660437632513961e-03
2.129953999999999894e+02	2.130577214612814316e+02	5.588264064533550284e-03
2.147784000000000049e+02	2.148410128022770209e+02	5.848021680196022198e-02
2.151921000000000106e+02	2.152547813728270967e+02	3.704509380315243634e-03
2.152222999999999900e+02	2.152850474699585845e+02	4.423941289871577941e-03
2.157828000000000088e+02	2.158456312427772446e+02	4.505742008897676426e-02
2.158306000000000040e+02	2.158934156317360475e+02	8.912306800668923223e-02
2.161038000000000068e+02	2.161667061103072456e+02	1.704823624452946398e-02
2.166153999999999940e+02	2.166783599306532153e+02	8.608123373177537993e-03
2.173540999999999883e+02	2.174172300235754562e+02	1.821966470991119233e-02
2.174484999999999957e+02	2.175115725539840525e+02	8.971232078976684732e-02
2.182381000000000029e+02	2.183013625575755441e+02	1.688153033400478439e-02
2.183905000000000030e+02	2.184538366267487390e+02	1.373059326249110972e-02
2.190228999999999928e+02	2.190863292617514730e+02	3.818443868258755702e-02
2.191192000000000064e+02	2.191826642662668974e+02	6.162072785875744030e-03
2.197353999999999985e+02	2.197989812786844084e+02	8.417723471652914513e-02
2.200682999999999936e+02	2.201319343069390015e+02	1.055980042209965324e-02
2.201560000000000059e+02	2.202196319078021816e+02	8.685323835749413079e-02
2.212154999999999916e+02	2.212793304430319949e+02	7.309161868998749478e-03
2.221946000000000083e+02	2.222585661116553695e+02	2.347955707089566940e-02
2.230962000000000103e+02	2.231604016795214989e+02	6.497804554216654593e-03
2.244527999999999963e+02	2.245171866233374658e+02	4.066975066053050286e-02
2.251490000000000009e+02	2.252135491883439329e+02	4.263303613090262123e-03
2.253572000000000060e+02	2.254218197780803052e+02	2.432753192888669966e-02
